sk_evt,sk_org,sk_data_inicio,sk_data_fim,evt_id_evento,evt_dt_inicio,evt_nr_ano,evt_nr_mes,evt_nr_semana_ano,data_tx_ano_mes,evt_dt_fim,org_id_orgao,org_sg_orgao,org_tx_nome,org_tx_tipo_curado,evt_tx_uri,evt_ts_inicio,evt_ts_fim,evt_tx_descricao,evt_tx_tipo,evt_tx_situacao,evt_tx_tipo_curado,evt_tx_situacao_curada,evt_fl_inicio_valido,evt_fl_fim_valido,evt_fl_periodo_valido,evt_fl_sessao,evt_fl_audiencia_publica,evt_fl_reuniao,evt_fl_encerrado,evt_fl_cancelado,evt_fl_possui_registro,evt_tx_url_registro,evt_tx_local_interno,evt_tx_predio,evt_tx_sala,evt_tx_andar,evt_tx_local_externo,evt_tx_tipo_local,evt_qt_orgaos,org_id_orgao_principal,org_sg_orgao_principal,org_tx_nome_principal,org_tx_tipo_principal,org_tx_siglas_relacionadas,bronze_ts_ingestao,bronze_dt_ingestao,bronze_tx_endpoint,bronze_id_origem,bronze_id_batch,bronze_tx_record_hash,gold_ts_processamento,gold_id_batch
7688,2,20250205,20250205,75389,2025-02-05,2025,2,6,2025-02,2025-02-05,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75389,2025-02-05T14:15:00.000Z,2025-02-05T20:43:00.000Z,Sessão Deliberativa Extraordinária (semipresencial),Sessão Deliberativa,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=7GgeHbDFXvY,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75389,ba097954-315f-424f-8c3d-7a696a933edf,fa413bf0a170f3f507e8ee5450c0eaa6b72ceeb085d4ce0cfab5f83c49f2ed9f,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7689,2227,20250219,20250219,75390,2025-02-19,2025,2,8,2025-02,2025-02-19,539407,CEXMABRU,"Comissão Externa Destinada A Fiscalizar Os Rompimentos De Barragens, Em Especial Acompanhar A Repactuação Do Acordo De Mariana E A Reparação Do Crime De Brumadinho",Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/75390,2025-02-19T15:53:00.000Z,2025-02-19T15:57:00.000Z,Votação De Requerimentos  Deliberação De Requerimentos (estão Sujeitos A Pauta Os Requerimentos Apresentados Até 24h Antes Do Horário Da Reunião):,Reunião Deliberativa,Encerrada,Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=DcLSKudOzWg,"Anexo Ii, Plenário 09",,,,,Câmara,1,539407,CEXMABRU,"Comissão Externa destinada a fiscalizar os rompimentos de barragens, em especial acompanhar a repactuação do acordo de Mariana e a reparação do crime de Brumadinho",Comissão Externa,CEXMABRU,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75390,ba097954-315f-424f-8c3d-7a696a933edf,f630eef1cdc65e14ef18ff81f174a6e0806f46f5dc1b88b575981e1a381fdeaa,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7691,2,20250206,20250206,75392,2025-02-06,2025,2,6,2025-02,2025-02-06,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75392,2025-02-06T09:33:00.000Z,2025-02-06T11:58:00.000Z,Sessão Deliberativa Extraordinária (virtual),Sessão Deliberativa,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=1xN_lk7Zih8,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75392,ba097954-315f-424f-8c3d-7a696a933edf,bfc000d25977939fb4aadf979fb1c5bff0702753b8ca69bbd46ecc8ad9d6d40e,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7698,2,20250326,20250326,75406,2025-03-26,2025,3,13,2025-03,2025-03-26,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75406,2025-03-26T09:16:00.000Z,2025-03-26T10:59:00.000Z,Homenagem Ao Dia Nacional Do Oficial De Justiça  Homenagem Ao Dia Nacional Do Oficial De Justiça.,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=ER0jWuTfXFM,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75406,ba097954-315f-424f-8c3d-7a696a933edf,0c0ab5150682933cab948b898fcdb9f420222368f1dab54c2ad07629dc81a12e,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7700,,20250311,,75411,2025-03-11,2025,3,11,2025-03,,,,,,https://dadosabertos.camara.leg.br/api/v2/eventos/75411,2025-03-11T18:00:00.000Z,,Premiação Do Concurso De Obras Visuais - Violência Contra A Mulher,Reunião Deliberativa,Convocada,Reunião,Convocado,1,1,1,0,0,1,0,0,0,,,,,,Salão Nobre,Externo,1,100950,EVENTOS,Eventos,Órgão da Câmara dos Deputados,EVENTOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75411,ba097954-315f-424f-8c3d-7a696a933edf,760f21f2414fe06b80885a2ccf4630aed59b1cec6dbf47781f0c1fceab811602,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7704,2,20250219,20250219,75416,2025-02-19,2025,2,8,2025-02,2025-02-19,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75416,2025-02-19T09:27:00.000Z,2025-02-19T10:35:00.000Z,Homenagem Em Comeração E Parabenização Aos Atuais E Aos Novos Integrantes Do Brics,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=4Z8c8rE_r6I,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75416,ba097954-315f-424f-8c3d-7a696a933edf,1a3a2a009f875bc8b25b3d78ddfacbbc82b10c1e361e066e14f94ca2d53e02c8,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7707,2,20250311,20250311,75419,2025-03-11,2025,3,11,2025-03,2025-03-11,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75419,2025-03-11T11:16:00.000Z,2025-03-11T13:07:00.000Z,Homenagem À Associação Brasileira De Supermercados - Abras  Homenagem À Associação Brasileira De Supermercados - Abras.,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=ufaT54DRI4c,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75419,ba097954-315f-424f-8c3d-7a696a933edf,6303d5d2e86703678ca68c31110b3c76143be466aefa61f2c69656f97c02abd9,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7708,2,20250326,20250326,75420,2025-03-26,2025,3,13,2025-03,2025-03-26,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75420,2025-03-26T11:45:00.000Z,2025-03-26T12:43:00.000Z,Homenagem Ao Rotary Club,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=L-goq8Av_z0,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75420,ba097954-315f-424f-8c3d-7a696a933edf,1400098d27b5d79cc9ff2dead30ba5add7547612eac7d2b33281a73f1ef1b2cb,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7711,2,20250318,20250318,75438,2025-03-18,2025,3,12,2025-03,2025-03-18,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75438,2025-03-18T09:13:00.000Z,2025-03-18T10:44:00.000Z,Homenagem Ao Dia Do Clínico,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=k48ei81XpbU,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75438,ba097954-315f-424f-8c3d-7a696a933edf,284bcad0eb54e20b5eb8ea380fd6d7426f74f4e18dd082f4c221b91be651af68,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7712,2,20250401,20250401,75439,2025-04-01,2025,4,14,2025-04,2025-04-01,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75439,2025-04-01T11:23:00.000Z,2025-04-01T13:53:00.000Z,Homenagem Ao Dia Internacional Do Direito À Verdade - Ainda Estamos Aqui  Homenagem Ao Dia Internacional Do Direito À Verdade Em Relação Às Violações Graves Dos Direitos Humanos E À Dignidade Das Vítimas Dessas Violações,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=eP2DOO9wwnk,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75439,ba097954-315f-424f-8c3d-7a696a933edf,02c5abafea952ff7ae1f6f10175013122cf332dffdb3a2f95861e3880ab2dcfb,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7713,2,20250408,20250408,75440,2025-04-08,2025,4,15,2025-04,2025-04-08,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75440,2025-04-08T09:00:00.000Z,2025-04-08T10:18:00.000Z,Homenagem Ao Dia Mundial Da Saúde,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,0,,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75440,ba097954-315f-424f-8c3d-7a696a933edf,c618a330fd95064c29891282100cf1e9450d229dc46b27c0b1e8cd5638804b7d,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7720,,20250326,20250326,75449,2025-03-26,2025,3,13,2025-03,2025-03-26,,,,,https://dadosabertos.camara.leg.br/api/v2/eventos/75449,2025-03-26T17:00:00.000Z,2025-03-26T17:00:00.000Z,4ª Reunião Da Frente Parlamentar Em Apoio Ao Acolhimento De Migrantes Transnacionais De Refugiados,Reunião Técnica,Encerrada,Reunião,Encerrado,1,1,1,0,0,1,1,0,0,,"Anexo Ii, Plenário 11",,,,,Câmara,1,100950,EVENTOS,Eventos,Órgão da Câmara dos Deputados,EVENTOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75449,ba097954-315f-424f-8c3d-7a696a933edf,8c10118a0cf5399acc7277e2b2626e0f60b8ee25303ecfc714016e6f0bb5652c,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7721,1532,20250326,,75450,2025-03-26,2025,3,13,2025-03,,537239,SEMULHER,Secretaria Da Mulher,Coordenadoria Da Mulher,https://dadosabertos.camara.leg.br/api/v2/eventos/75450,2025-03-26T13:00:00.000Z,,Elas Querem Equidade: A Força Dos Coletivos,Seminário,Convocada,Seminário,Convocado,1,1,1,0,0,0,0,0,0,,Auditório Nereu Ramos,,,,,Câmara,1,537239,SEMULHER,Secretaria da Mulher,COORDENADORIA DA MULHER,SEMULHER,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75450,ba097954-315f-424f-8c3d-7a696a933edf,c85d5230731cde23b8c43af5623e3940c2c33836f90d6d4037557fb0fe2f4d32,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7722,1532,20250325,,75451,2025-03-25,2025,3,13,2025-03,,537239,SEMULHER,Secretaria Da Mulher,Coordenadoria Da Mulher,https://dadosabertos.camara.leg.br/api/v2/eventos/75451,2025-03-25T08:00:00.000Z,,V Encontro Nacional De Procuradoras Da Mulher - Atividades Da Manhã,Seminário,Convocada,Seminário,Convocado,1,1,1,0,0,0,0,0,0,,Auditório Nereu Ramos,,,,,Câmara,1,537239,SEMULHER,Secretaria da Mulher,COORDENADORIA DA MULHER,SEMULHER,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75451,ba097954-315f-424f-8c3d-7a696a933edf,2285128eb2ca0865768b756846146aada10985d7cbd9cf8e111f4e3ebd3e970b,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7727,2,20250318,20250318,75458,2025-03-18,2025,3,12,2025-03,2025-03-18,180,PLEN,Plenário,Plenário,https://dadosabertos.camara.leg.br/api/v2/eventos/75458,2025-03-18T11:08:00.000Z,2025-03-18T12:29:00.000Z,Homenagem À Conscientização Do Mês Da Obesidade,Sessão Não Deliberativa Solene,Encerrada,Sessão,Encerrado,1,1,1,1,0,0,1,0,1,https://www.youtube.com/watch?v=s8ixv3KhQTo,Plenário Da Câmara Dos Deputados,,,,,Câmara,1,180,PLEN,Plenário,Plenário Virtual,PLEN,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75458,ba097954-315f-424f-8c3d-7a696a933edf,d725a6f68d7c38f450ebac31fd549ea1a333a9504cd0518ddd2e5a1d62b986bc,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
7728,,20250226,,75462,2025-02-26,2025,2,9,2025-02,,,,,,https://dadosabertos.camara.leg.br/api/v2/eventos/75462,2025-02-26T14:00:00.000Z,,Adaptação E Justiça Socioambiental No Contexto Da Emergência Climática E Da Cop30,Reunião Técnica,Convocada,Reunião,Convocado,1,1,1,0,0,1,0,0,0,,"Anexo Ii, Plenário 04",,,,,Câmara,1,100950,EVENTOS,Eventos,Órgão da Câmara dos Deputados,EVENTOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,75462,ba097954-315f-424f-8c3d-7a696a933edf,cde8a7a061712494e0629275ba29dd10adc0bbded1aa9378dbeb3a564887757b,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
